category_order,category,category_name_ko,item_order,base_id,item_name_ko,grade_order,grade,grade_name_ko,relative_path
2,CLK,시계,2,BASE-CLK-02,구리 종 벽시계,2,RARE,레어,02_CLK_시계/02_BASE-CLK-02_구리_종_벽시계/02_RARE_레어/BASE-CLK-02_RARE.png
2,CLK,시계,2,BASE-CLK-02,구리 종 벽시계,3,EPIC,에픽,02_CLK_시계/02_BASE-CLK-02_구리_종_벽시계/03_EPIC_에픽/BASE-CLK-02_EPIC.png
2,CLK,시계,2,BASE-CLK-02,구리 종 벽시계,4,LEGENDARY,전설,02_CLK_시계/02_BASE-CLK-02_구리_종_벽시계/04_LEGENDARY_전설/BASE-CLK-02_LEGENDARY.png
2,CLK,시계,3,BASE-CLK-03,선실용 모래시계,1,COMMON,일반,02_CLK_시계/03_BASE-CLK-03_선실용_모래시계/01_COMMON_일반/BASE-CLK-03_COMMON.png
2,CLK,시계,3,BASE-CLK-03,선실용 모래시계,2,RARE,레어,02_CLK_시계/03_BASE-CLK-03_선실용_모래시계/02_RARE_레어/BASE-CLK-03_RARE.png
2,CLK,시계,3,BASE-CLK-03,선실용 모래시계,3,EPIC,에픽,02_CLK_시계/03_BASE-CLK-03_선실용_모래시계/03_EPIC_에픽/BASE-CLK-03_EPIC.png
2,CLK,시계,3,BASE-CLK-03,선실용 모래시계,4,LEGENDARY,전설,02_CLK_시계/03_BASE-CLK-03_선실용_모래시계/04_LEGENDARY_전설/BASE-CLK-03_LEGENDARY.png
2,CLK,시계,4,BASE-CLK-04,월상표시 회중시계,1,COMMON,일반,02_CLK_시계/04_BASE-CLK-04_월상표시_회중시계/01_COMMON_일반/BASE-CLK-04_COMMON.png
2,CLK,시계,4,BASE-CLK-04,월상표시 회중시계,2,RARE,레어,02_CLK_시계/04_BASE-CLK-04_월상표시_회중시계/02_RARE_레어/BASE-CLK-04_RARE.png
2,CLK,시계,4,BASE-CLK-04,월상표시 회중시계,3,EPIC,에픽,02_CLK_시계/04_BASE-CLK-04_월상표시_회중시계/03_EPIC_에픽/BASE-CLK-04_EPIC.png
2,CLK,시계,4,BASE-CLK-04,월상표시 회중시계,4,LEGENDARY,전설,02_CLK_시계/04_BASE-CLK-04_월상표시_회중시계/04_LEGENDARY_전설/BASE-CLK-04_LEGENDARY.png
2,CLK,시계,5,BASE-CLK-05,갑판 크로노미터,1,COMMON,일반,02_CLK_시계/05_BASE-CLK-05_갑판_크로노미터/01_COMMON_일반/BASE-CLK-05_COMMON.png
2,CLK,시계,5,BASE-CLK-05,갑판 크로노미터,2,RARE,레어,02_CLK_시계/05_BASE-CLK-05_갑판_크로노미터/02_RARE_레어/BASE-CLK-05_RARE.png
2,CLK,시계,5,BASE-CLK-05,갑판 크로노미터,3,EPIC,에픽,02_CLK_시계/05_BASE-CLK-05_갑판_크로노미터/03_EPIC_에픽/BASE-CLK-05_EPIC.png
2,CLK,시계,5,BASE-CLK-05,갑판 크로노미터,4,LEGENDARY,전설,02_CLK_시계/05_BASE-CLK-05_갑판_크로노미터/04_LEGENDARY_전설/BASE-CLK-05_LEGENDARY.png
2,CLK,시계,6,BASE-CLK-06,가면문 알림시계,1,COMMON,일반,02_CLK_시계/06_BASE-CLK-06_가면문_알림시계/01_COMMON_일반/BASE-CLK-06_COMMON.png
2,CLK,시계,6,BASE-CLK-06,가면문 알림시계,2,RARE,레어,02_CLK_시계/06_BASE-CLK-06_가면문_알림시계/02_RARE_레어/BASE-CLK-06_RARE.png
2,CLK,시계,6,BASE-CLK-06,가면문 알림시계,3,EPIC,에픽,02_CLK_시계/06_BASE-CLK-06_가면문_알림시계/03_EPIC_에픽/BASE-CLK-06_EPIC.png
2,CLK,시계,6,BASE-CLK-06,가면문 알림시계,4,LEGENDARY,전설,02_CLK_시계/06_BASE-CLK-06_가면문_알림시계/04_LEGENDARY_전설/BASE-CLK-06_LEGENDARY.png
2,CLK,시계,7,BASE-CLK-07,자동인형 시계,1,COMMON,일반,02_CLK_시계/07_BASE-CLK-07_자동인형_시계/01_COMMON_일반/BASE-CLK-07_COMMON.png
2,CLK,시계,7,BASE-CLK-07,자동인형 시계,2,RARE,레어,02_CLK_시계/07_BASE-CLK-07_자동인형_시계/02_RARE_레어/BASE-CLK-07_RARE.png
2,CLK,시계,7,BASE-CLK-07,자동인형 시계,3,EPIC,에픽,02_CLK_시계/07_BASE-CLK-07_자동인형_시계/03_EPIC_에픽/BASE-CLK-07_EPIC.png
2,CLK,시계,7,BASE-CLK-07,자동인형 시계,4,LEGENDARY,전설,02_CLK_시계/07_BASE-CLK-07_자동인형_시계/04_LEGENDARY_전설/BASE-CLK-07_LEGENDARY.png
2,CLK,시계,8,BASE-CLK-08,유리돔 골격시계,1,COMMON,일반,02_CLK_시계/08_BASE-CLK-08_유리돔_골격시계/01_COMMON_일반/BASE-CLK-08_COMMON.png
2,CLK,시계,8,BASE-CLK-08,유리돔 골격시계,2,RARE,레어,02_CLK_시계/08_BASE-CLK-08_유리돔_골격시계/02_RARE_레어/BASE-CLK-08_RARE.png
2,CLK,시계,8,BASE-CLK-08,유리돔 골격시계,3,EPIC,에픽,02_CLK_시계/08_BASE-CLK-08_유리돔_골격시계/03_EPIC_에픽/BASE-CLK-08_EPIC.png
2,CLK,시계,8,BASE-CLK-08,유리돔 골격시계,4,LEGENDARY,전설,02_CLK_시계/08_BASE-CLK-08_유리돔_골격시계/04_LEGENDARY_전설/BASE-CLK-08_LEGENDARY.png
2,CLK,시계,9,BASE-CLK-09,다층 천문시계,1,COMMON,일반,02_CLK_시계/09_BASE-CLK-09_다층_천문시계/01_COMMON_일반/BASE-CLK-09_COMMON.png
2,CLK,시계,9,BASE-CLK-09,다층 천문시계,2,RARE,레어,02_CLK_시계/09_BASE-CLK-09_다층_천문시계/02_RARE_레어/BASE-CLK-09_RARE.png
2,CLK,시계,9,BASE-CLK-09,다층 천문시계,3,EPIC,에픽,02_CLK_시계/09_BASE-CLK-09_다층_천문시계/03_EPIC_에픽/BASE-CLK-09_EPIC.png
2,CLK,시계,9,BASE-CLK-09,다층 천문시계,4,LEGENDARY,전설,02_CLK_시계/09_BASE-CLK-09_다층_천문시계/04_LEGENDARY_전설/BASE-CLK-09_LEGENDARY.png
2,CLK,시계,10,BASE-CLK-10,직사각 점프아워 시계,1,COMMON,일반,02_CLK_시계/10_BASE-CLK-10_직사각_점프아워_시계/01_COMMON_일반/BASE-CLK-10_COMMON.png
2,CLK,시계,10,BASE-CLK-10,직사각 점프아워 시계,2,RARE,레어,02_CLK_시계/10_BASE-CLK-10_직사각_점프아워_시계/02_RARE_레어/BASE-CLK-10_RARE.png
2,CLK,시계,10,BASE-CLK-10,직사각 점프아워 시계,3,EPIC,에픽,02_CLK_시계/10_BASE-CLK-10_직사각_점프아워_시계/03_EPIC_에픽/BASE-CLK-10_EPIC.png
2,CLK,시계,10,BASE-CLK-10,직사각 점프아워 시계,4,LEGENDARY,전설,02_CLK_시계/10_BASE-CLK-10_직사각_점프아워_시계/04_LEGENDARY_전설/BASE-CLK-10_LEGENDARY.png
3,PNT,회화,1,BASE-PNT-01,창가의 재봉사,1,COMMON,일반,03_PNT_회화/01_BASE-PNT-01_창가의_재봉사/01_COMMON_일반/BASE-PNT-01_COMMON.png
3,PNT,회화,1,BASE-PNT-01,창가의 재봉사,2,RARE,레어,03_PNT_회화/01_BASE-PNT-01_창가의_재봉사/02_RARE_레어/BASE-PNT-01_RARE.png
3,PNT,회화,1,BASE-PNT-01,창가의 재봉사,3,EPIC,에픽,03_PNT_회화/01_BASE-PNT-01_창가의_재봉사/03_EPIC_에픽/BASE-PNT-01_EPIC.png
3,PNT,회화,1,BASE-PNT-01,창가의 재봉사,4,LEGENDARY,전설,03_PNT_회화/01_BASE-PNT-01_창가의_재봉사/04_LEGENDARY_전설/BASE-PNT-01_LEGENDARY.png
3,PNT,회화,2,BASE-PNT-02,여름 선창의 범선,1,COMMON,일반,03_PNT_회화/02_BASE-PNT-02_여름_선창의_범선/01_COMMON_일반/BASE-PNT-02_COMMON.png
3,PNT,회화,2,BASE-PNT-02,여름 선창의 범선,2,RARE,레어,03_PNT_회화/02_BASE-PNT-02_여름_선창의_범선/02_RARE_레어/BASE-PNT-02_RARE.png
3,PNT,회화,2,BASE-PNT-02,여름 선창의 범선,3,EPIC,에픽,03_PNT_회화/02_BASE-PNT-02_여름_선창의_범선/03_EPIC_에픽/BASE-PNT-02_EPIC.png
3,PNT,회화,2,BASE-PNT-02,여름 선창의 범선,4,LEGENDARY,전설,03_PNT_회화/02_BASE-PNT-02_여름_선창의_범선/04_LEGENDARY_전설/BASE-PNT-02_LEGENDARY.png
3,PNT,회화,3,BASE-PNT-03,붉은 장갑의 배우,1,COMMON,일반,03_PNT_회화/03_BASE-PNT-03_붉은_장갑의_배우/01_COMMON_일반/BASE-PNT-03_COMMON.png
3,PNT,회화,3,BASE-PNT-03,붉은 장갑의 배우,2,RARE,레어,03_PNT_회화/03_BASE-PNT-03_붉은_장갑의_배우/02_RARE_레어/BASE-PNT-03_RARE.png
3,PNT,회화,3,BASE-PNT-03,붉은 장갑의 배우,3,EPIC,에픽,03_PNT_회화/03_BASE-PNT-03_붉은_장갑의_배우/03_EPIC_에픽/BASE-PNT-03_EPIC.png
3,PNT,회화,3,BASE-PNT-03,붉은 장갑의 배우,4,LEGENDARY,전설,03_PNT_회화/03_BASE-PNT-03_붉은_장갑의_배우/04_LEGENDARY_전설/BASE-PNT-03_LEGENDARY.png
3,PNT,회화,4,BASE-PNT-04,폐쇄된 온실,1,COMMON,일반,03_PNT_회화/04_BASE-PNT-04_폐쇄된_온실/01_COMMON_일반/BASE-PNT-04_COMMON.png
3,PNT,회화,4,BASE-PNT-04,폐쇄된 온실,2,RARE,레어,03_PNT_회화/04_BASE-PNT-04_폐쇄된_온실/02_RARE_레어/BASE-PNT-04_RARE.png
3,PNT,회화,4,BASE-PNT-04,폐쇄된 온실,3,EPIC,에픽,03_PNT_회화/04_BASE-PNT-04_폐쇄된_온실/03_EPIC_에픽/BASE-PNT-04_EPIC.png
3,PNT,회화,4,BASE-PNT-04,폐쇄된 온실,4,LEGENDARY,전설,03_PNT_회화/04_BASE-PNT-04_폐쇄된_온실/04_LEGENDARY_전설/BASE-PNT-04_LEGENDARY.png
3,PNT,회화,5,BASE-PNT-05,개항 파노라마,1,COMMON,일반,03_PNT_회화/05_BASE-PNT-05_개항_파노라마/01_COMMON_일반/BASE-PNT-05_COMMON.png
3,PNT,회화,5,BASE-PNT-05,개항 파노라마,2,RARE,레어,03_PNT_회화/05_BASE-PNT-05_개항_파노라마/02_RARE_레어/BASE-PNT-05_RARE.png
3,PNT,회화,5,BASE-PNT-05,개항 파노라마,3,EPIC,에픽,03_PNT_회화/05_BASE-PNT-05_개항_파노라마/03_EPIC_에픽/BASE-PNT-05_EPIC.png
3,PNT,회화,5,BASE-PNT-05,개항 파노라마,4,LEGENDARY,전설,03_PNT_회화/05_BASE-PNT-05_개항_파노라마/04_LEGENDARY_전설/BASE-PNT-05_LEGENDARY.png
3,PNT,회화,6,BASE-PNT-06,푸른 부두,1,COMMON,일반,03_PNT_회화/06_BASE-PNT-06_푸른_부두/01_COMMON_일반/BASE-PNT-06_COMMON.png
3,PNT,회화,6,BASE-PNT-06,푸른 부두,2,RARE,레어,03_PNT_회화/06_BASE-PNT-06_푸른_부두/02_RARE_레어/BASE-PNT-06_RARE.png
3,PNT,회화,6,BASE-PNT-06,푸른 부두,3,EPIC,에픽,03_PNT_회화/06_BASE-PNT-06_푸른_부두/03_EPIC_에픽/BASE-PNT-06_EPIC.png
3,PNT,회화,6,BASE-PNT-06,푸른 부두,4,LEGENDARY,전설,03_PNT_회화/06_BASE-PNT-06_푸른_부두/04_LEGENDARY_전설/BASE-PNT-06_LEGENDARY.png
3,PNT,회화,7,BASE-PNT-07,등대 창가의 가족,1,COMMON,일반,03_PNT_회화/07_BASE-PNT-07_등대_창가의_가족/01_COMMON_일반/BASE-PNT-07_COMMON.png
3,PNT,회화,7,BASE-PNT-07,등대 창가의 가족,2,RARE,레어,03_PNT_회화/07_BASE-PNT-07_등대_창가의_가족/02_RARE_레어/BASE-PNT-07_RARE.png
3,PNT,회화,7,BASE-PNT-07,등대 창가의 가족,3,EPIC,에픽,03_PNT_회화/07_BASE-PNT-07_등대_창가의_가족/03_EPIC_에픽/BASE-PNT-07_EPIC.png
3,PNT,회화,7,BASE-PNT-07,등대 창가의 가족,4,LEGENDARY,전설,03_PNT_회화/07_BASE-PNT-07_등대_창가의_가족/04_LEGENDARY_전설/BASE-PNT-07_LEGENDARY.png
3,PNT,회화,8,BASE-PNT-08,북문 거리 행렬,1,COMMON,일반,03_PNT_회화/08_BASE-PNT-08_북문_거리_행렬/01_COMMON_일반/BASE-PNT-08_COMMON.png
3,PNT,회화,8,BASE-PNT-08,북문 거리 행렬,2,RARE,레어,03_PNT_회화/08_BASE-PNT-08_북문_거리_행렬/02_RARE_레어/BASE-PNT-08_RARE.png
3,PNT,회화,8,BASE-PNT-08,북문 거리 행렬,3,EPIC,에픽,03_PNT_회화/08_BASE-PNT-08_북문_거리_행렬/03_EPIC_에픽/BASE-PNT-08_EPIC.png
3,PNT,회화,8,BASE-PNT-08,북문 거리 행렬,4,LEGENDARY,전설,03_PNT_회화/08_BASE-PNT-08_북문_거리_행렬/04_LEGENDARY_전설/BASE-PNT-08_LEGENDARY.png
3,PNT,회화,9,BASE-PNT-09,푸른 예배당 예행연습,1,COMMON,일반,03_PNT_회화/09_BASE-PNT-09_푸른_예배당_예행연습/01_COMMON_일반/BASE-PNT-09_COMMON.png
3,PNT,회화,9,BASE-PNT-09,푸른 예배당 예행연습,2,RARE,레어,03_PNT_회화/09_BASE-PNT-09_푸른_예배당_예행연습/02_RARE_레어/BASE-PNT-09_RARE.png
3,PNT,회화,9,BASE-PNT-09,푸른 예배당 예행연습,3,EPIC,에픽,03_PNT_회화/09_BASE-PNT-09_푸른_예배당_예행연습/03_EPIC_에픽/BASE-PNT-09_EPIC.png
3,PNT,회화,9,BASE-PNT-09,푸른 예배당 예행연습,4,LEGENDARY,전설,03_PNT_회화/09_BASE-PNT-09_푸른_예배당_예행연습/04_LEGENDARY_전설/BASE-PNT-09_LEGENDARY.png
3,PNT,회화,10,BASE-PNT-10,여왕의 항해 초상,1,COMMON,일반,03_PNT_회화/10_BASE-PNT-10_여왕의_항해_초상/01_COMMON_일반/BASE-PNT-10_COMMON.png
3,PNT,회화,10,BASE-PNT-10,여왕의 항해 초상,2,RARE,레어,03_PNT_회화/10_BASE-PNT-10_여왕의_항해_초상/02_RARE_레어/BASE-PNT-10_RARE.png
3,PNT,회화,10,BASE-PNT-10,여왕의 항해 초상,3,EPIC,에픽,03_PNT_회화/10_BASE-PNT-10_여왕의_항해_초상/03_EPIC_에픽/BASE-PNT-10_EPIC.png
3,PNT,회화,10,BASE-PNT-10,여왕의 항해 초상,4,LEGENDARY,전설,03_PNT_회화/10_BASE-PNT-10_여왕의_항해_초상/04_LEGENDARY_전설/BASE-PNT-10_LEGENDARY.png
4,BOK,고서,1,BASE-BOK-01,부두 노동자 노래책,1,COMMON,일반,04_BOK_고서/01_BASE-BOK-01_부두_노동자_노래책/01_COMMON_일반/BASE-BOK-01_COMMON.png
4,BOK,고서,1,BASE-BOK-01,부두 노동자 노래책,2,RARE,레어,04_BOK_고서/01_BASE-BOK-01_부두_노동자_노래책/02_RARE_레어/BASE-BOK-01_RARE.png
4,BOK,고서,1,BASE-BOK-01,부두 노동자 노래책,3,EPIC,에픽,04_BOK_고서/01_BASE-BOK-01_부두_노동자_노래책/03_EPIC_에픽/BASE-BOK-01_EPIC.png
4,BOK,고서,1,BASE-BOK-01,부두 노동자 노래책,4,LEGENDARY,전설,04_BOK_고서/01_BASE-BOK-01_부두_노동자_노래책/04_LEGENDARY_전설/BASE-BOK-01_LEGENDARY.png
4,BOK,고서,2,BASE-BOK-02,제본공 견본첩,1,COMMON,일반,04_BOK_고서/02_BASE-BOK-02_제본공_견본첩/01_COMMON_일반/BASE-BOK-02_COMMON.png
4,BOK,고서,2,BASE-BOK-02,제본공 견본첩,2,RARE,레어,04_BOK_고서/02_BASE-BOK-02_제본공_견본첩/02_RARE_레어/BASE-BOK-02_RARE.png
4,BOK,고서,2,BASE-BOK-02,제본공 견본첩,3,EPIC,에픽,04_BOK_고서/02_BASE-BOK-02_제본공_견본첩/03_EPIC_에픽/BASE-BOK-02_EPIC.png
4,BOK,고서,2,BASE-BOK-02,제본공 견본첩,4,LEGENDARY,전설,04_BOK_고서/02_BASE-BOK-02_제본공_견본첩/04_LEGENDARY_전설/BASE-BOK-02_LEGENDARY.png
4,BOK,고서,3,BASE-BOK-03,붉은 무대막 희곡집,1,COMMON,일반,04_BOK_고서/03_BASE-BOK-03_붉은_무대막_희곡집/01_COMMON_일반/BASE-BOK-03_COMMON.png
4,BOK,고서,3,BASE-BOK-03,붉은 무대막 희곡집,2,RARE,레어,04_BOK_고서/03_BASE-BOK-03_붉은_무대막_희곡집/02_RARE_레어/BASE-BOK-03_RARE.png
4,BOK,고서,3,BASE-BOK-03,붉은 무대막 희곡집,3,EPIC,에픽,04_BOK_고서/03_BASE-BOK-03_붉은_무대막_희곡집/03_EPIC_에픽/BASE-BOK-03_EPIC.png
4,BOK,고서,3,BASE-BOK-03,붉은 무대막 희곡집,4,LEGENDARY,전설,04_BOK_고서/03_BASE-BOK-03_붉은_무대막_희곡집/04_LEGENDARY_전설/BASE-BOK-03_LEGENDARY.png
4,BOK,고서,4,BASE-BOK-04,식물 채색 도감,1,COMMON,일반,04_BOK_고서/04_BASE-BOK-04_식물_채색_도감/01_COMMON_일반/BASE-BOK-04_COMMON.png
4,BOK,고서,4,BASE-BOK-04,식물 채색 도감,2,RARE,레어,04_BOK_고서/04_BASE-BOK-04_식물_채색_도감/02_RARE_레어/BASE-BOK-04_RARE.png
4,BOK,고서,4,BASE-BOK-04,식물 채색 도감,3,EPIC,에픽,04_BOK_고서/04_BASE-BOK-04_식물_채색_도감/03_EPIC_에픽/BASE-BOK-04_EPIC.png
4,BOK,고서,4,BASE-BOK-04,식물 채색 도감,4,LEGENDARY,전설,04_BOK_고서/04_BASE-BOK-04_식물_채색_도감/04_LEGENDARY_전설/BASE-BOK-04_LEGENDARY.png
4,BOK,고서,5,BASE-BOK-05,대륙 우편 지도첩,1,COMMON,일반,04_BOK_고서/05_BASE-BOK-05_대륙_우편_지도첩/01_COMMON_일반/BASE-BOK-05_COMMON.png
